"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_PIN_SET_SUCCESS","Purfect! Your device is now secured by pin.","Longer text indicating PIN was set succesfully.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin.","Purfect! Your device is now secured by pin."
"TR_PIN_ERROR_TROUBLESHOOT","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Troubleshooting text after user enters second PIN incorrectly.","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}"
"TR_DOCUMENTATION","documentation","Link to trezor documentation (wiki)","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation","documentation"
"TR_START_AGAIN","Start again","Button text","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again","Start again"
"TR_SECURITY_HEADING","Basic setup is done, but...","Heading in security page","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but...","Basic setup is done, but..."
"TR_SECURITY_SUBHEADING","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Text in security page","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security."
"TR_GO_TO_SECURITY","Take me to security (5 minutes)","Button in security page (start security setup)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)","Take me to security (5 minutes)"
"TR_SKIP_SECURITY","Skip for now","Button in security page (skip security setup)","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now","Skip for now"
"TR_SELECT_YOUR_DEVICE_HEADING","Select your device","Heading on select your device page","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device","Select your device"
"TR_MODEL_ONE","Model one","Name of Trezor model 1","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one","Model one"
"TR_MODEL_T","Model T","Name of Trezor model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T","Model T"
"TR_RECOVER_HEADING","Recover your device","Heading in recover page","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device","Recover your device"
"TR_RECOVER_SUBHEADING","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","Subheading in recover page. Basic info about recovery","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup."
"TR_RECOVER_SUBHEADING_MODEL_T","On model T the entire recovery process is doable on device.","Subheading in recover page. Basic info about recovery","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device.","On model T the entire recovery process is doable on device."
"TR_WORDS","{count} words","Number of words. For example: 12 words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words","{count} words"
"TR_START_RECOVERY","Start recovery","Button.","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery","Start recovery"
"TR_RECOVERY_TYPES_DESCRIPTION","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","There are two methods of recovery for T1. This is a short explanation text.","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}"
"TR_BASIC_RECOVERY_OPTION","Basic recovery (2 minutes)","Button for selecting basic recovery option","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)","Basic recovery (2 minutes)"
"TR_ADVANCED_RECOVERY_OPTION","Advanced recovery (5 minutes)","Button for selecting advanced recovery option","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)","Advanced recovery (5 minutes)"
"TR_ENTER_SEED_WORDS_INSTRUCTION","Enter words from your seed in order displayed on your device.","User is instructed to enter words from seed (backup) into the form in browser","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device.","Enter words from your seed in order displayed on your device."
"TR_RANDOM_SEED_WORDS_DISCLAIMER","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","User is instructed to enter words from seed (backup) into the form in browser","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed."
"TR_CHECK_YOUR_DEVICE","Check your device","Placeholder in seed input asking user to pay attention to his device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device","Check your device"
"TR_MORE_WORDS_TO_ENTER","{count} words to enter.","How many words will user need to enter before recovery is finished.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter.","{count} words to enter."
"TR_RECOVERY_ERROR","Device recovery failed with error: {error}","Error during recovery. For example wrong word retyped or device disconnected","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}","Device recovery failed with error: {error}"
"TR_RECOVERY_SUCCESS","Excellent, you recovered device from seed.","This is displayed upon successful recovery","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed.","Excellent, you recovered device from seed."
"TR_START_HEADING","Create or recover","Heading in start page","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover"
"TR_START_CREATING","Creating","Alternative heading text that is displayed when create new wallet call is in progress","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating","Creating"
"TR_START_FROM_SCRATCH","Start from scratch","Option in start page (create new wallet or recover)","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch","Start from scratch"
"TR_RECOVER","Recover","Option in start page (create new wallet or recover)","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover","Recover"
